e_code,injury_desc_long,injury_desc_short
946.7,Dental drugs topically applied causing adverse effects in therapeutic use,Adv eff topic dental drg
946.8,Other agents primarily affecting skin and mucous membrane causing adverse effects in therapeutic use,Adv eff skin agent NEC
946.9,Unspecified agent primarily affecting skin and mucous membrane causing adverse effects in therapeutic use,Adv eff skin agent NOS
947,Dietetics causing adverse effects in therapeutic use,Adv eff dietetics
947.1,Lipotropic drugs causing adverse effects in therapeutic use,Adv eff lipotropic drugs
947.2,"Antidotes and chelating agents, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff antidotes NEC
947.3,Alcohol deterrents causing adverse effects in therapeutic use,Adv eff alcohol deter
947.4,Pharmaceutical excipients causing adverse effects in therapeutic use,Adv eff pharmaceut excip
947.8,Other drugs and medicinal substances causing adverse effects in therapeutic use,Adv eff medicinal NEC
947.9,Unspecified drug or medicinal substance causing adverse effects in therapeutic use,Adv eff medicinal NOS
948,Bcg vaccine causing adverse effects in therapeutic use,Adv eff bcg vaccine
948.1,Typhoid and paratyphoid vaccines causing adverse effects in therapeutic use,Adv eff typhoid vaccine
948.2,Cholera vaccine causing adverse effects in therapeutic use,Adv eff cholera vaccine
948.3,Plague vaccine causing adverse effects in therapeutic use,Adv eff plague vaccine
948.4,Tetanus vaccine causing adverse effects in therapeutic use,Adv eff tetanus vaccine
948.5,Diphtheria vaccine causing adverse effects in therapeutic use,Adv eff diphther vaccine
948.6,"Pertussis vaccine, including combinations with a pertussis component, causing adverse effects in therapeutic use",Adv eff pertussis vaccin
948.8,Other and unspecified bacterial vaccines causing adverse effects in therapeutic use,Adv eff bact vac NEC/NOS
948.9,"Mixed bacterial vaccines, except combinations with a pertussis component, causing adverse effects in therapeutic use",Adv eff mix bact vaccine
949,Smallpox vaccine causing adverse effects in therapeutic use,Adv eff smallpox vaccine
949.1,Rabies vaccine causing adverse effects in therapeutic use,Adv eff rabies vaccine
949.2,Typhus vaccine causing adverse effects in therapeutic use,Adv eff typhus vaccine
949.3,Yellow fever vaccine causing adverse effects in therapeutic use,Adv eff yellow fever vac
949.4,Measles vaccine causing adverse effects in therapeutic use,Adv eff measles vaccine
949.5,Poliomyelitis vaccine causing adverse effects in therapeutic use,Adv eff polio vaccine
949.6,Other and unspecified viral and rickettsial vaccines causing adverse effects in therapeutic use,Adv eff viral vacc NEC
949.7,"Mixed viral-rickettsial and bacterial vaccines, except combinations with a pertussis component, causing adverse effects in therapeutic use",Adv eff mixed viral-bact
949.9,Other and unspecified vaccines and biological substances causing adverse effects in therapeutic use,Adv eff biologic NEC/NOS
950,"Suicide and self-inflicted poisoning by analgesics, antipyretics, and antirheumatics",Poison-analgesics
950.1,Suicide and self-inflicted poisoning by barbiturates,Poison-barbiturates
950.2,Suicide and self-inflicted poisoning by other sedatives and hypnotics,Poison-sedat/hypnotic
950.3,Suicide and self-inflicted poisoning by tranquilizers and other psychotropic agents,Poison-psychotropic agt
950.4,Suicide and self-inflicted poisoning by other specified drugs and medicinal substances,Poison-drug/medicin NEC
950.5,Suicide and self-inflicted poisoning by unspecified drug or medicinal substance,Poison-drug/medicin NOS
950.6,Suicide and self-inflicted poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers,Poison-agricult agent
950.7,Suicide and self-inflicted poisoning by corrosive and caustic substances,Poison-corrosiv/caustic
950.8,Suicide and self-inflicted poisoning by arsenic and its compounds,Poison-arsenic
950.9,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,Poison-solid/liquid NEC
951,Suicide and self-inflicted poisoning by gas distributed by pipeline,Poison-piped gas
951.1,Suicide and self-inflicted poisoning by liquefied petroleum gas distributed in mobile containers,Poison-gas in container
951.8,Suicide and self-inflicted poisoning by other utility gas,Poison-utility gas NEC
952,Suicide and self-inflicted poisoning by motor vehicle exhaust gas,Poison-exhaust gas
952.1,Suicide and self-inflicted poisoning by other carbon monoxide,Poison-co NEC
952.8,Suicide and self-inflicted poisoning by other specified gases and vapors,Poison-gas/vapor NEC
952.9,Suicide and self-inflicted poisoning by unspecified gases and vapors,Poison-gas/vapor NOS
953,Suicide and self-inflicted injury by hanging,Injury-hanging
953.1,Suicide and self-inflicted injury by suffocation by plastic bag,Injury-suff w plas bag
953.8,Suicide and self-inflicted injury by other specified means,Injury-strang/suff NEC
953.9,Suicide and self-inflicted injury by unspecified means,Injury-strang/suff NOS
954,Suicide and self-inflicted injury by submersion [drowning],Injury-submersion
955,Suicide and self-inflicted injury by handgun,Injury-handgun
955.1,Suicide and self-inflicted injury by shotgun,Injury-shotgun
955.2,Suicide and self-inflicted injury by hunting rifle,Injury-hunting rifle
955.3,Suicide and self-inflicted injury by military firearms,Injury-military firearm
955.4,Suicide and self-inflicted injury by other and unspecified firearm,Injury-firearm NEC
955.5,Suicide and self-inflicted injury by explosives,Injury-explosives
955.6,Suicide and self-inflicted injury by air gun,Self inflict acc-air gun
955.7,Suicide and self-inflicted injury by paintball gun,Self inj-paintball gun
955.9,"Suicide and self-inflicted injury by firearms and explosives, unspecified",Injury-firearm/expl NOS
956,Suicide and self-inflicted injury by cutting and piercing instrument,Injury-cut instrument
957,Suicide and self-inflicted injuries by jumping from residential premises,Injury-jump fm residence
957.1,Suicide and self-inflicted injuries by jumping from other man-made structures,Injury-jump fm struc NEC
957.2,Suicide and self-inflicted injuries by jumping from natural sites,Injury-jump fm natur sit
957.9,Suicide and self-inflicted injuries by jumping from unspecified site,Injury-jump NEC
958,Suicide and self-inflicted injury by jumping or lying before moving object,Injury-moving object
958.1,"Suicide and self-inflicted injury by burns, fire","Injury-burn, fire"
958.2,Suicide and self-inflicted injury by scald,Injury-scald
958.3,Suicide and self-inflicted injury by extremes of cold,Injury-extreme cold
958.4,Suicide and self-inflicted injury by electrocution,Injury-electrocution
958.5,Suicide and self-inflicted injury by crashing of motor vehicle,Injury-motor veh crash
958.6,Suicide and self-inflicted injury by crashing of aircraft,Injury-aircraft crash
958.7,"Suicide and self-inflicted injury by caustic substances, except poisoning",Injury-caustic substance
958.8,Suicide and self-inflicted injury by other specified means,Injury-NEC
958.9,Suicide and self-inflicted injury by unspecified means,Injury-NOS
959,Late effects of self-inflicted injury,Late eff of self-injury
960,Unarmed fight or brawl,Unarmed fight or brawl
960.1,Rape,Rape
961,"Assault by corrosive or caustic substance, except poisoning",Assault-corrosiv/caust
962,Assault by drugs and medicinal substances,Assault-pois w medic agt
962.1,Assault by other solid and liquid substances,Assault-pois w solid/liq
962.2,Assault by other gases and vapors,Assault-pois w gas/vapor
962.9,Assault by unspecified poisoning,Assault-poisoning NOS
963,Assault by hanging and strangulation,Assault-hanging/strangul
964,Assault by submersion [drowning],Assault-submersion
965,Assault by handgun,Assault-handgun
965.1,Assault by shotgun,Assault-shotgun
965.2,Assault by hunting rifle,Assault-hunting rifle
965.3,Assault by military firearms,Assault-military weapon
965.4,Assault by other and unspecified firearm,Assault-firearm NEC
965.5,Assault by antipersonnel bomb,Assault-antiperson bomb
965.6,Assault by gasoline bomb,Assault-gasoline bomb
965.7,Assault by letter bomb,Assault-letter bomb
965.8,Assault by other specified explosive,Assault-explosive NEC
965.9,Assault by unspecified explosive,Assault-explosive NOS
966,Assault by cutting and piercing instrument,Assault-cutting instr
967,"Perpetrator of child and adult abuse, by father, stepfather, or boyfriend",Abuse by fther/stpfth/bf
967.1,"Perpetrator of child and adult abuse, by other specified person",Child abuse by pers NEC
967.2,"Perpetrator of child and adult abuse, by mother, stepmother, or girlfriend",Abuse by mther/stpmth/gf
967.3,"Perpetrator of child and adult abuse, by spouse or partner",Batter by spouse/partner
967.4,"Perpetrator of child and adult abuse, by child",Battering by child
967.5,"Perpetrator of child and adult abuse, by sibling",Battering by sibling
967.6,"Perpetrator of child and adult abuse, by grandparent",Battering by grandparent
967.7,"Perpetrator of child and adult abuse, by other relative",Batter by other relative
967.8,"Perpetrator of child and adult abuse, by non-related caregiver",Batter by non-relative
967.9,"Perpetrator of child and adult abuse, by unspecified person",Child abuse NOS
968,Assault by fire,Assault-fire
968.1,Assault by pushing from a high place,Asslt-push from hi place
968.2,Assault by striking by blunt or thrown object,Assault-striking w obj
968.3,Assault by hot liquid,Assault-hot liquid
968.4,Assault by criminal neglect,Assault-criminal neglect
968.5,Assault by transport vehicle,Asslt-transport vehicle
968.6,Assault by air gun,Assault - air gun
968.7,Assault by human bite,Human bite - assault
968.8,Assault by other specified means,Assault NEC
968.9,Assault by unspecified means,Assault NOS
969,Late effects of injury purposely inflicted by other person,Late effect assault
970,Injury due to legal intervention by firearms,Legal intervent-firearm
971,Injury due to legal intervention by explosives,Legal intervent-explosiv
972,Injury due to legal intervention by gas,Legal intervent-gas
973,Injury due to legal intervention by blunt object,Legal interven-blunt obj
974,Injury due to legal intervention by cutting and piercing instrument,Legal interven-cut instr
975,Injury due to legal intervention by other specified means,Legal intervention NEC
976,Injury due to legal intervention by unspecified means,Legal intervention NOS
977,Late effects of injuries due to legal intervention,Late eff-legal intervent
978,Legal execution,Legal execution
979,Terrorism involving explosion of marine weapons,"Terrorism,marine weapons"
979.1,Terrorism involving destruction of aircraft,"Terrorism,dest aircraft"
979.2,Terrorism involving other explosions and fragments,"Terrorism,explosions"
979.3,Terrorism involving fires,"Terrorism, fires"
979.4,Terrorism involving firearms,"Terrorism, firearms"
979.5,Terrorism involving nuclear weapons,"Terrorism, nuc weapons"
979.6,Terrorism involving biological weapons,"Terrorism, biologicals"
979.7,Terrorism involving chemical weapons,"Terrorism, chemicals"
979.8,Terrorism involving other means,"Terrorism, NEC/NOS"
979.9,Terrorism secondary effects,"Terrorism, secondary"
980,"Poisoning by analgesics, antipyretics, and antirheumatics, undetermined whether accidentally or purposely inflicted",Undeterm pois-analgesics
980.1,"Poisoning by barbiturates, undetermined whether accidentally or purposely inflicted",Undeterm pois-barbiturat
980.2,"Poisoning by other sedatives and hypnotics, undetermined whether accidentally or purposely inflicted",Undet pois-sed/hypn NEC
980.3,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted",Undeterm pois-psychotrop
980.4,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted",Undet pois-med agnt NEC
980.5,"Poisoning by unspecified drug or medicinal substance, undetermined whether accidentally or purposely inflicted",Undet pois-med agnt NOS
980.6,"Poisoning by corrosive and caustic substances, undetermined whether accidentally or purposely inflicted",Undet pois-corros/caust
980.7,"Poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers, undetermined whether accidentally or purposely inflicted",Undet pois-agricult agnt
980.8,"Poisoning by arsenic and its compounds, undetermined whether accidentally or purposely inflicted",Undeter pois-arsenic
980.9,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted",Undeter pois-sol/liq NEC
981,"Poisoning by gas distributed by pipeline, undetermined whether accidentally or purposely inflicted",Undeter pois-piped gas
981.1,"Poisoning by liquefied petroleum gas distributed in mobile containers, undetermined whether accidentally or purposely inflicted",Undet pois-container gas
981.8,"Poisoning by other utility gas, undetermined whether accidentally or purposely inflicted",Undet pois-util gas NEC
982,"Poisoning by motor vehicle exhaust gas, undetermined whether accidentally or purposely inflicted",Undeter pois-exhaust gas
982.1,"Poisoning by other carbon monoxide, undetermined whether accidentally or purposely inflicted",Undetermin poison-co NEC
982.8,"Poisoning by other specified gases and vapors, undetermined whether accidentally or purposely inflicted",Undet pois-gas/vapor NEC
982.9,"Poisoning by unspecified gases and vapors, undetermined whether accidentally or purposely inflicted",Undet pois-gas/vapor NOS
983,"Hanging, undetermined whether accidentally or purposely inflicted",Undetermin circ-hanging
983.1,"Suffocation by plastic bag, undetermined whether accidentally or purposely inflicted",Undet circ-suf plast bag
983.8,"Strangulation or suffocation by other specified means, undetermined whether accidentally or purposely inflicted",Undet circ-suffocate NEC
983.9,"Strangulation or suffocation by unspecified means, undetermined whether accidentally or purposely inflicted",Undet circ-suffocate NOS
984,"Submersion (drowning), undetermined whether accidentally or purposely inflicted",Undeterm circ-submersion
985,"Injury by handgun, undetermined whether accidentally or purposely inflicted",Undetermin circ-handgun
985.1,"Injury by shotgun, undetermined whether accidentally or purposely inflicted",Undetermin circ-shotgun
985.2,"Injury by hunting rifle, undetermined whether accidentally or purposely inflicted",Undet circ-hunting rifle
985.3,"Injury by military firearms, undetermined whether accidentally or purposely inflicted",Undet circ-military arms
985.4,"Injury by other and unspecified firearm, undetermined whether accidentally or purposely inflicted",Undeter circ-firearm NEC
985.5,"Injury by explosives, undetermined whether accidentally or purposely inflicted",Undeterm circ-explosive
985.6,"Injury by air gun, undetermined whether accidental or purposely inflicted",Undetrmine accid-air gun
985.7,"Injury by paintball gun, undetermined whether accidental or purposely inflicted",Injury paintball gun NOS
986,"Injury by cutting and piercing instruments, undetermined whether accidentally or purposely inflicted",Undet circ-cut instrumnt
987,"Falling from residential premises, undetermined whether accidentally or purposely inflicted",Undet circ-fall residenc
987.1,"Falling from other man-made structures, undetermined whether accidentally or purposely inflicted",Undet fall structure NEC
987.2,"Falling from natural sites, undetermined whether accidentally or purposely inflicted",Undet fall natural site
987.9,"Falling from unspecified site, undetermined whether accidentally or purposely inflicted",Undet circ-fall site NOS
988,"Injury by jumping or lying before moving object, undetermined whether accidentally or purposely inflicted",Undeterm circ-moving obj
988.1,"Injury by burns or fire, undetermined whether accidentally or purposely inflicted","Undeterm circ-burn, fire"
988.2,"Injury by scald, undetermined whether accidentally or purposely inflicted",Undeterm circ-scald
988.3,"Injury by extremes of cold, undetermined whether accidentally or purposely inflicted",Undeterm circ-extrm cold
988.4,"Injury by electrocution, undetermined whether accidentally or purposely inflicted",Undeterm circ-electrocut
988.5,"Injury by crashing of motor vehicle, undetermined whether accidentally or purposely inflicted",Undet circ-mot veh crash
988.6,"Injury by crashing of aircraft, undetermined whether accidentally or purposely inflicted",Undet circ-aircrft crash
988.7,"Injury by caustic substances, except poisoning, undetermined whether accidentally or purposely inflicted",Undet circ-caustic subst
988.8,"Injury by other specified means, undetermined whether accidentally or purposely inflicted",Undetermin circumst NEC
988.9,"Injury by unspecified means, undetermined whether accidentally or purposely inflicted",Undetermin circumst NOS
989,"Late effects of injury, undetermined whether accidentally or purposely inflicted",Late eff inj-undet circ
990,Injury due to war operations from gasoline bomb,War inj:gasoline bomb
990.1,Injury due to war operations from flamethrower,War inj:flamethrower
990.2,Injury due to war operations from incendiary bullet,War inj:incndiary bullet
990.3,Injury due to war operations from fire caused indirectly from conventional weapon,War inj:ind convn weapn
990.9,Injury due to war operations from other and unspecified source,War injury:fire NEC
991,Injury due to war operations from rubber bullets (rifle),War inj:rubber bullet
991.1,Injury due to war operations from pellets (rifle),War injury:pellets
991.2,Injury due to war operations from other bullets,War injury:bullet NEC
991.3,Injury due to war operations from antipersonnel bomb (fragments),War inj:antiperson bomb
991.4,Injury due to war operations by fragments from munitions,War inj:munition fragmnt
991.5,Injury due to war operations by fragments from person-borne improvised explosive device [IED],War inj:prsn-brn fragmnt
991.6,Injury due to war operations by fragments from vehicle-borne improvised explosive device [IED],War inj:vehic-borne IED
991.7,Injury due to war operations by fragments from other improvised explosive device [IED],War inj:fragment IED NEC
991.8,Injury due to war operations by fragments from weapons,War inj:weapon fragments
991.9,Injury due to war operations from other and unspecified fragments,War inj:fragments NEC
992,Injury due to torpedo,War inj:torpedo
992.1,Injury due to depth charge,War inj:depth charge
992.2,Injury due to marine mines,War inj:marine mines
992.3,Injury due to sea-based artillery shell,War inj:seabase art shel
992.8,Injury due to war operations by other marine weapons,War inj:marine weapn NEC
992.9,Injury due to war operations by unspecified marine weapon,War inj:marine weapn NOS
993,Injury due to war operations by aerial bomb,War inj:aerial bomb
993.1,Injury due to war operations by guided missile,War inj:guided missile
993.2,Injury due to war operations by mortar,War inj:mortar
993.3,Injury due to war operations by person-borne improvised explosive device [IED],War inj:person IED
993.4,Injury due to war operations by vehicle-borne improvised explosive device [IED],War inj:vehicle IED
993.5,Injury due to war operations by other improvised explosive device [IED],War inj:IED NEC
993.6,Injury due to war operations by unintentional detonation of own munitions,War inj:acc own munition
993.7,Injury due to war operations by unintentional discharge of own munitions launch device,War inj:acc disch launch
993.8,Injury due to war operations by other specified explosion,War inj:explosion NEC
993.9,Injury due to war operations by unspecified explosion,War inj:explosion NOS
994,Injury due to war operations by destruction of aircraft due to enemy fire or explosives,War inj:aircrft des-enmy
994.1,Injury due to war operations by unintentional destruction of aircraft due to own onboard explosives,War inj:aircrft-own expl
994.2,Injury due to war operations by destruction of aircraft due to collision with other aircraft,War inj:aircrft collisn
994.3,Injury due to war operations by destruction of aircraft due to onboard fire,War inj:aircraft fire
994.8,Injury due to war operations by other destruction of aircraft,War inj:aircrft dest NEC
994.9,Injury due to war operations by unspecified destruction of aircraft,War inj:aircrft dest NOS
995,Injury due to war operations by unarmed hand-to-hand combat,War inj:hnd-hnd combat
995.1,"Injury due to war operations, struck by blunt object",War inj:blunt object
995.2,Injury due to war operations by piercing object,War inj:piercing object
995.3,Injury due to war operations by intentional restriction of air and airway,War inj:intn restrct air
995.4,Injury due to war operations by unintentional drowning due to inability to surface or obtain air,War inj:unintentl drown
995.8,Injury due to war operations by other forms of conventional warfare,War inj:con warfare NEC
995.9,Injury due to war operations by unspecified form of conventional warfare,War inj:con warfare NOS
996,Injury due to war operations by direct blast effect of nuclear weapon,War inj:dir nucl weapon
996.1,Injury due to war operations by indirect blast effect of nuclear weapon,War inj:indir nucl weapn
996.2,Injury due to war operations by thermal radiation effect of nuclear weapon,War inj:therml radiation
996.3,Injury due to war operations by nuclear radiation effects,War inj:nuclear rad eff
996.8,Injury due to war operations by other effects of nuclear weapons,War inj:nucl weapon NEC
996.9,Injury due to war operations by unspecified effect of nuclear weapon,War inj:nucl weapon NOS
997,Injury due to war operations by lasers,War injury:lasers
997.1,Injury due to war operations by biological warfare,War injury:biol warfare
997.2,"Injury due to war operations by gases, fumes, and chemicals",War injury:gas/fum/chem
997.3,"Injury due to war operations by weapon of mass destruction [WMD], unspecified",War inj:WMD NOS
997.8,Injury due to other specified forms of unconventional warfare,War inj-unconven war NEC
997.9,Injury due to unspecified form of unconventional warfare,War inj-unconven war NOS
998,Injury due to war operations but occurring after cessation of hostilities by explosion of mines,War inj:expl mine-cease
998.1,Injury due to war operations but occurring after cessation of hostilities by explosion of bombs,War inj:expl bomb-cease
998.8,Injury due to other war operations but occurring after cessation of hostilities,War inj:after cease NEC
998.9,Injury due to unspecified war operations but occurring after cessation of hostilities,War inj:after cease NOS
999,Late effect of injury due to war operations,"Late effect, war injury"
999.1,Late effect of injury due to terrorism,"Late effect, terrorism"
