E_CODE,DIAGNOSIS CODE,LONG DESC,SHORT DESC
937.8,9378,Other sedatives and hypnotics causing adverse effects in therapeutic use,Adv eff sedat/hypnot NEC
937.9,9379,Unspecified sedatives and hypnotics causing adverse effects in therapeutic use,Adv eff sedat/hypnot NOS
938.0,9380,Central nervous system muscle-tone depressants causing adverse effects in therapeutic use,Adv eff cns muscl depres
938.1,9381,Halothane causing adverse effects in therapeutic use,Adv eff halothane
938.2,9382,Other gaseous anesthetics causing adverse effects in therapeutic use,Adv eff gas anesthet NEC
938.3,9383,Intravenous anesthetics causing adverse effects in therapeutic use,Adv eff intraven anesth
938.4,9384,Other and unspecified general anesthetics causing adverse effects in therapeutic use,Adv eff gen anes NEC/NOS
938.5,9385,Surface and infiltration anesthetics causing adverse effects in therapeutic use,Adv eff topic/infil anes
938.6,9386,Peripheral nerve- and plexus-blocking anesthetics causing adverse effects in therapeutic use,Adv eff nerve-block anes
938.7,9387,Spinal anesthetics causing adverse effects in therapeutic use,Adv eff spinal anesthet
938.9,9389,Other and unspecified local anesthetics causing adverse effects in therapeutic use,Adv eff loc anes NEC/NOS
939.0,9390,Antidepressants causing adverse effects in therapeutic use,Adv eff antidepressants
939.1,9391,Phenothiazine-based tranquilizers causing adverse effects in therapeutic use,Adv eff phenothiaz tranq
939.2,9392,Butyrophenone-based tranquilizers causing adverse effects in therapeutic use,Adv eff butyrophen tranq
939.3,9393,"Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use",Adv eff antipsychotc NEC
939.4,9394,Benzodiazepine-based tranquilizers causing adverse effects in therapeutic use,Adv eff benzodiaz tranq
939.5,9395,Other tranquilizers causing adverse effects in therapeutic use,Adv eff tranquilizer NEC
939.6,9396,Psychodysleptics [hallucinogens] causing adverse effects in therapeutic use,Adv eff hallucinogens
939.7,9397,Psychostimulants causing adverse effects in therapeutic use,Adv eff psychostimulants
939.8,9398,Other psychotropic agents causing adverse effects in therapeutic use,Adv eff psychotropic NEC
939.9,9399,Unspecified psychotropic agent causing adverse effects in therapeutic use,Adv eff psychotropic NOS
940.0,9400,Analeptics causing adverse effects in therapeutic use,Adv eff analeptics
940.1,9401,Opiate antagonists causing adverse effects in therapeutic use,Adv eff opiat antagonist
940.8,9408,Other specified central nervous system stimulants causing adverse effects in therapeutic use,Adv eff cns stimulnt NEC
940.9,9409,Unspecified central nervous system stimulant causing adverse effects in therapeutic use,Adv eff cns stimulnt NOS
941.0,9410,Parasympathomimetics [cholinergics] causing adverse effects in therapeutic use,Adv eff cholinergics
941.1,9411,Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics causing adverse effects in therapeutic use,Adv eff parasympatholytc
941.2,9412,Sympathomimetics [adrenergics] causing adverse effects in therapeutic use,Adv eff sympathomimetics
941.3,9413,Sympatholytics [antiadrenergics] causing adverse effects in therapeutic use,Adv eff sympatholytics
941.9,9419,Unspecified drug primarily affecting the autonomic nervous system causing adverse effects in therapeutic use,Adv eff autonom agnt NOS
942.0,9420,Cardiac rhythm regulators causing adverse effects in therapeutic use,Adv eff card rhyth regul
942.1,9421,Cardiotonic glycosides and drugs of similar action causing adverse effects in therapeutic use,Adv eff cardiotonics
942.2,9422,Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use,Adv eff antilipemics
942.3,9423,Ganglion-blocking agents causing adverse effects in therapeutic use,Adv eff ganglion-block
942.4,9424,Coronary vasodilators causing adverse effects in therapeutic use,Adv eff coronary vasodil
942.5,9425,Other vasodilators causing adverse effects in therapeutic use,Adv eff vasodilators NEC
942.6,9426,Other antihypertensive agents causing adverse effects in therapeutic use,Adv eff antihyperten agt
942.7,9427,"Antivaricose drugs, including sclerosing agents, causing adverse effects in therapeutic use",Adv eff antivaricose
942.8,9428,Capillary-active drugs causing adverse effects in therapeutic use,Adv eff capillary-act
942.9,9429,Other and unspecified agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use,Adv eff cardiovasc NEC
943.0,9430,Antacids and antigastric secretion drugs causing adverse effects in therapeutic use,Adv eff antacids
943.1,9431,Irritant cathartics causing adverse effects in therapeutic use,Adv eff irrit cathartic
943.2,9432,Emollient cathartics causing adverse effects in therapeutic use,Adv eff emoll cathartics
943.3,9433,"Other cathartics, including intestinal atonia drugs, causing adverse effects in therapeutic use",Adv eff cathartics NEC
943.4,9434,Digestants causing adverse effects in therapeutic use,Adv eff digestants
943.5,9435,Antidiarrheal drugs causing adverse effects in therapeutic use,Adv eff antidiarrhea agt
943.6,9436,Emetics causing adverse effects in therapeutic use,Adv eff emetics
943.8,9438,Other specified agents primarily affecting the gastro-intestinal system causing adverse effects in therapeutic use,Adv eff GI agent NEC
943.9,9439,Unspecified agent primarily affecting the gastrointestinal system causing adverse effects in therapeutic use,Adv eff GI agent NOS
944.0,9440,Mercurial diuretics causing adverse effects in therapeutic use,Adv eff mercury diuretic
944.1,9441,Purine derivative diuretics causing adverse effects in therapeutic use,Adv eff purine diuretics
944.2,9442,Carbonic acid anhydrase inhibitors causing adverse effects in therapeutic use,Adv eff acetazolamide
944.3,9443,Saluretics causing adverse effects in therapeutic use,Adv eff saluretics
944.4,9444,Other diuretics causing adverse effects in therapeutic use,Adv eff diuretics NEC
944.5,9445,"Electrolytic, caloric, and water-balance agents causing adverse effects in therapeutic use",Adv eff electrolyte agnt
944.6,9446,"Other mineral salts, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff mineral salt NEC
944.7,9447,Uric acid metabolism drugs causing adverse effects in therapeutic use,Adv eff uric acid metab
945.0,9450,Oxytocic agents causing adverse effects in therapeutic use,Adv eff oxytocic agents
945.1,9451,Smooth muscle relaxants causing adverse effects in therapeutic use,Adv eff smooth musc relx
945.2,9452,Skeletal muscle relaxants causing adverse effects in therapeutic use,Adv eff skelet musc relx
945.3,9453,Other and unspecified drugs acting on muscles causing adverse effects in therapeutic use,Adv eff musc agt NEC/NOS
945.4,9454,Antitussives causing adverse effects in therapeutic use,Adv eff antitussives
945.5,9455,Expectorants causing adverse effects in therapeutic use,Adv eff expectorants
945.6,9456,Anti-common cold drugs causing adverse effects in therapeutic use,Adv eff anti-common cold
945.7,9457,Antiasthmatics causing adverse effects in therapeutic use,Adv eff antiasthmatics
945.8,9458,Other and unspecified respiratory drugs causing adverse effects in therapeutic use,Adv eff resp drg NEC/NOS
946.0,9460,Local anti-infectives and anti-inflammatory drugs causing adverse effects in therapeutic use,Adv eff loc anti-infectv
946.1,9461,Antipruritics causing adverse effects in therapeutic use,Adv eff antipruritics
946.2,9462,Local astringents and local detergents causing adverse effects in therapeutic use,Adv eff local astringent
946.3,9463,"Emollients, demulcents, and protectants causing adverse effects in therapeutic use",Adv eff emollient/demulc
946.4,9464,"Keratolytics, keratoplastics, other hair treatment drugs and preparations causing adverse effects in therapeutic use",Adv eff hair/scalp prep
946.5,9465,Eye anti-infectives and other eye drugs causing adverse effects in therapeutic use,Adv eff eye anti-inf/drg
946.6,9466,"Anti-infectives and other drugs and preparations for ear, nose, and throat causing adverse effects in therapeutic use",Adv eff ent anti-inf/drg
946.7,9467,Dental drugs topically applied causing adverse effects in therapeutic use,Adv eff topic dental drg
946.8,9468,Other agents primarily affecting skin and mucous membrane causing adverse effects in therapeutic use,Adv eff skin agent NEC
946.9,9469,Unspecified agent primarily affecting skin and mucous membrane causing adverse effects in therapeutic use,Adv eff skin agent NOS
947.0,9470,Dietetics causing adverse effects in therapeutic use,Adv eff dietetics
947.1,9471,Lipotropic drugs causing adverse effects in therapeutic use,Adv eff lipotropic drugs
947.2,9472,"Antidotes and chelating agents, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff antidotes NEC
947.3,9473,Alcohol deterrents causing adverse effects in therapeutic use,Adv eff alcohol deter
947.4,9474,Pharmaceutical excipients causing adverse effects in therapeutic use,Adv eff pharmaceut excip
947.8,9478,Other drugs and medicinal substances causing adverse effects in therapeutic use,Adv eff medicinal NEC
947.9,9479,Unspecified drug or medicinal substance causing adverse effects in therapeutic use,Adv eff medicinal NOS
948.0,9480,Bcg vaccine causing adverse effects in therapeutic use,Adv eff bcg vaccine
948.1,9481,Typhoid and paratyphoid vaccines causing adverse effects in therapeutic use,Adv eff typhoid vaccine
948.2,9482,Cholera vaccine causing adverse effects in therapeutic use,Adv eff cholera vaccine
948.3,9483,Plague vaccine causing adverse effects in therapeutic use,Adv eff plague vaccine
948.4,9484,Tetanus vaccine causing adverse effects in therapeutic use,Adv eff tetanus vaccine
948.5,9485,Diphtheria vaccine causing adverse effects in therapeutic use,Adv eff diphther vaccine
948.6,9486,"Pertussis vaccine, including combinations with a pertussis component, causing adverse effects in therapeutic use",Adv eff pertussis vaccin
948.8,9488,Other and unspecified bacterial vaccines causing adverse effects in therapeutic use,Adv eff bact vac NEC/NOS
948.9,9489,"Mixed bacterial vaccines, except combinations with a pertussis component, causing adverse effects in therapeutic use",Adv eff mix bact vaccine
949.0,9490,Smallpox vaccine causing adverse effects in therapeutic use,Adv eff smallpox vaccine
949.1,9491,Rabies vaccine causing adverse effects in therapeutic use,Adv eff rabies vaccine
949.2,9492,Typhus vaccine causing adverse effects in therapeutic use,Adv eff typhus vaccine
949.3,9493,Yellow fever vaccine causing adverse effects in therapeutic use,Adv eff yellow fever vac
949.4,9494,Measles vaccine causing adverse effects in therapeutic use,Adv eff measles vaccine
949.5,9495,Poliomyelitis vaccine causing adverse effects in therapeutic use,Adv eff polio vaccine
949.6,9496,Other and unspecified viral and rickettsial vaccines causing adverse effects in therapeutic use,Adv eff viral vacc NEC
949.7,9497,"Mixed viral-rickettsial and bacterial vaccines, except combinations with a pertussis component, causing adverse effects in therapeutic use",Adv eff mixed viral-bact
949.9,9499,Other and unspecified vaccines and biological substances causing adverse effects in therapeutic use,Adv eff biologic NEC/NOS
950.0,9500,"Suicide and self-inflicted poisoning by analgesics, antipyretics, and antirheumatics",Poison-analgesics
950.1,9501,Suicide and self-inflicted poisoning by barbiturates,Poison-barbiturates
950.2,9502,Suicide and self-inflicted poisoning by other sedatives and hypnotics,Poison-sedat/hypnotic
950.3,9503,Suicide and self-inflicted poisoning by tranquilizers and other psychotropic agents,Poison-psychotropic agt
950.4,9504,Suicide and self-inflicted poisoning by other specified drugs and medicinal substances,Poison-drug/medicin NEC
950.5,9505,Suicide and self-inflicted poisoning by unspecified drug or medicinal substance,Poison-drug/medicin NOS
950.6,9506,Suicide and self-inflicted poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers,Poison-agricult agent
950.7,9507,Suicide and self-inflicted poisoning by corrosive and caustic substances,Poison-corrosiv/caustic
950.8,9508,Suicide and self-inflicted poisoning by arsenic and its compounds,Poison-arsenic
950.9,9509,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,Poison-solid/liquid NEC
951.0,9510,Suicide and self-inflicted poisoning by gas distributed by pipeline,Poison-piped gas
951.1,9511,Suicide and self-inflicted poisoning by liquefied petroleum gas distributed in mobile containers,Poison-gas in container
951.8,9518,Suicide and self-inflicted poisoning by other utility gas,Poison-utility gas NEC
952.0,9520,Suicide and self-inflicted poisoning by motor vehicle exhaust gas,Poison-exhaust gas
952.1,9521,Suicide and self-inflicted poisoning by other carbon monoxide,Poison-co NEC
952.8,9528,Suicide and self-inflicted poisoning by other specified gases and vapors,Poison-gas/vapor NEC
952.9,9529,Suicide and self-inflicted poisoning by unspecified gases and vapors,Poison-gas/vapor NOS
953.0,9530,Suicide and self-inflicted injury by hanging,Injury-hanging
953.1,9531,Suicide and self-inflicted injury by suffocation by plastic bag,Injury-suff w plas bag
953.8,9538,Suicide and self-inflicted injury by other specified means,Injury-strang/suff NEC
953.9,9539,Suicide and self-inflicted injury by unspecified means,Injury-strang/suff NOS
954.0,9540,Suicide and self-inflicted injury by submersion [drowning],Injury-submersion
955.0,9550,Suicide and self-inflicted injury by handgun,Injury-handgun
955.1,9551,Suicide and self-inflicted injury by shotgun,Injury-shotgun
955.2,9552,Suicide and self-inflicted injury by hunting rifle,Injury-hunting rifle
955.3,9553,Suicide and self-inflicted injury by military firearms,Injury-military firearm
955.4,9554,Suicide and self-inflicted injury by other and unspecified firearm,Injury-firearm NEC
955.5,9555,Suicide and self-inflicted injury by explosives,Injury-explosives
955.6,9556,Suicide and self-inflicted injury by air gun,Self inflict acc-air gun
955.7,9557,Suicide and self-inflicted injury by paintball gun,Self inj-paintball gun
955.9,9559,"Suicide and self-inflicted injury by firearms and explosives, unspecified",Injury-firearm/expl NOS
956.0,9560,Suicide and self-inflicted injury by cutting and piercing instrument,Injury-cut instrument
957.0,9570,Suicide and self-inflicted injuries by jumping from residential premises,Injury-jump fm residence
957.1,9571,Suicide and self-inflicted injuries by jumping from other man-made structures,Injury-jump fm struc NEC
957.2,9572,Suicide and self-inflicted injuries by jumping from natural sites,Injury-jump fm natur sit
957.9,9579,Suicide and self-inflicted injuries by jumping from unspecified site,Injury-jump NEC
958.0,9580,Suicide and self-inflicted injury by jumping or lying before moving object,Injury-moving object
958.1,9581,"Suicide and self-inflicted injury by burns, fire","Injury-burn, fire"
958.2,9582,Suicide and self-inflicted injury by scald,Injury-scald
958.3,9583,Suicide and self-inflicted injury by extremes of cold,Injury-extreme cold
958.4,9584,Suicide and self-inflicted injury by electrocution,Injury-electrocution
958.5,9585,Suicide and self-inflicted injury by crashing of motor vehicle,Injury-motor veh crash
958.6,9586,Suicide and self-inflicted injury by crashing of aircraft,Injury-aircraft crash
958.7,9587,"Suicide and self-inflicted injury by caustic substances, except poisoning",Injury-caustic substance
958.8,9588,Suicide and self-inflicted injury by other specified means,Injury-NEC
958.9,9589,Suicide and self-inflicted injury by unspecified means,Injury-NOS
959.0,9590,Late effects of self-inflicted injury,Late eff of self-injury
960.0,9600,Unarmed fight or brawl,Unarmed fight or brawl
960.1,9601,Rape,Rape
961.0,9610,"Assault by corrosive or caustic substance, except poisoning",Assault-corrosiv/caust
962.0,9620,Assault by drugs and medicinal substances,Assault-pois w medic agt
962.1,9621,Assault by other solid and liquid substances,Assault-pois w solid/liq
962.2,9622,Assault by other gases and vapors,Assault-pois w gas/vapor
962.9,9629,Assault by unspecified poisoning,Assault-poisoning NOS
963.0,9630,Assault by hanging and strangulation,Assault-hanging/strangul
964.0,9640,Assault by submersion [drowning],Assault-submersion
965.0,9650,Assault by handgun,Assault-handgun
965.1,9651,Assault by shotgun,Assault-shotgun
965.2,9652,Assault by hunting rifle,Assault-hunting rifle
965.3,9653,Assault by military firearms,Assault-military weapon
965.4,9654,Assault by other and unspecified firearm,Assault-firearm NEC
965.5,9655,Assault by antipersonnel bomb,Assault-antiperson bomb
965.6,9656,Assault by gasoline bomb,Assault-gasoline bomb
965.7,9657,Assault by letter bomb,Assault-letter bomb
965.8,9658,Assault by other specified explosive,Assault-explosive NEC
965.9,9659,Assault by unspecified explosive,Assault-explosive NOS
966.0,9660,Assault by cutting and piercing instrument,Assault-cutting instr
967.0,9670,"Perpetrator of child and adult abuse, by father, stepfather, or boyfriend",Abuse by fther/stpfth/bf
967.1,9671,"Perpetrator of child and adult abuse, by other specified person",Child abuse by pers NEC
967.2,9672,"Perpetrator of child and adult abuse, by mother, stepmother, or girlfriend",Abuse by mther/stpmth/gf
967.3,9673,"Perpetrator of child and adult abuse, by spouse or partner",Batter by spouse/partner
967.4,9674,"Perpetrator of child and adult abuse, by child",Battering by child
967.5,9675,"Perpetrator of child and adult abuse, by sibling",Battering by sibling
967.6,9676,"Perpetrator of child and adult abuse, by grandparent",Battering by grandparent
967.7,9677,"Perpetrator of child and adult abuse, by other relative",Batter by other relative
967.8,9678,"Perpetrator of child and adult abuse, by non-related caregiver",Batter by non-relative
967.9,9679,"Perpetrator of child and adult abuse, by unspecified person",Child abuse NOS
968.0,9680,Assault by fire,Assault-fire
968.1,9681,Assault by pushing from a high place,Asslt-push from hi place
968.2,9682,Assault by striking by blunt or thrown object,Assault-striking w obj
968.3,9683,Assault by hot liquid,Assault-hot liquid
968.4,9684,Assault by criminal neglect,Assault-criminal neglect
968.5,9685,Assault by transport vehicle,Asslt-transport vehicle
968.6,9686,Assault by air gun,Assault - air gun
968.7,9687,Assault by human bite,Human bite - assault
968.8,9688,Assault by other specified means,Assault NEC
968.9,9689,Assault by unspecified means,Assault NOS
969.0,9690,Late effects of injury purposely inflicted by other person,Late effect assault
970.0,9700,Injury due to legal intervention by firearms,Legal intervent-firearm
971.0,9710,Injury due to legal intervention by explosives,Legal intervent-explosiv
972.0,9720,Injury due to legal intervention by gas,Legal intervent-gas
973.0,9730,Injury due to legal intervention by blunt object,Legal interven-blunt obj
974.0,9740,Injury due to legal intervention by cutting and piercing instrument,Legal interven-cut instr
975.0,9750,Injury due to legal intervention by other specified means,Legal intervention NEC
976.0,9760,Injury due to legal intervention by unspecified means,Legal intervention NOS
977.0,9770,Late effects of injuries due to legal intervention,Late eff-legal intervent
978.0,9780,Legal execution,Legal execution
979.0,9790,Terrorism involving explosion of marine weapons,"Terrorism,marine weapons"
979.1,9791,Terrorism involving destruction of aircraft,"Terrorism,dest aircraft"
979.2,9792,Terrorism involving other explosions and fragments,"Terrorism,explosions"
979.3,9793,Terrorism involving fires,"Terrorism, fires"
979.4,9794,Terrorism involving firearms,"Terrorism, firearms"
979.5,9795,Terrorism involving nuclear weapons,"Terrorism, nuc weapons"
979.6,9796,Terrorism involving biological weapons,"Terrorism, biologicals"
979.7,9797,Terrorism involving chemical weapons,"Terrorism, chemicals"
979.8,9798,Terrorism involving other means,"Terrorism, NEC/NOS"
979.9,9799,Terrorism secondary effects,"Terrorism, secondary"
980.0,9800,"Poisoning by analgesics, antipyretics, and antirheumatics, undetermined whether accidentally or purposely inflicted",Undeterm pois-analgesics
980.1,9801,"Poisoning by barbiturates, undetermined whether accidentally or purposely inflicted",Undeterm pois-barbiturat
980.2,9802,"Poisoning by other sedatives and hypnotics, undetermined whether accidentally or purposely inflicted",Undet pois-sed/hypn NEC
980.3,9803,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted",Undeterm pois-psychotrop
980.4,9804,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted",Undet pois-med agnt NEC
980.5,9805,"Poisoning by unspecified drug or medicinal substance, undetermined whether accidentally or purposely inflicted",Undet pois-med agnt NOS
980.6,9806,"Poisoning by corrosive and caustic substances, undetermined whether accidentally or purposely inflicted",Undet pois-corros/caust
980.7,9807,"Poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers, undetermined whether accidentally or purposely inflicted",Undet pois-agricult agnt
980.8,9808,"Poisoning by arsenic and its compounds, undetermined whether accidentally or purposely inflicted",Undeter pois-arsenic
980.9,9809,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted",Undeter pois-sol/liq NEC
981.0,9810,"Poisoning by gas distributed by pipeline, undetermined whether accidentally or purposely inflicted",Undeter pois-piped gas
981.1,9811,"Poisoning by liquefied petroleum gas distributed in mobile containers, undetermined whether accidentally or purposely inflicted",Undet pois-container gas
981.8,9818,"Poisoning by other utility gas, undetermined whether accidentally or purposely inflicted",Undet pois-util gas NEC
982.0,9820,"Poisoning by motor vehicle exhaust gas, undetermined whether accidentally or purposely inflicted",Undeter pois-exhaust gas
982.1,9821,"Poisoning by other carbon monoxide, undetermined whether accidentally or purposely inflicted",Undetermin poison-co NEC
982.8,9828,"Poisoning by other specified gases and vapors, undetermined whether accidentally or purposely inflicted",Undet pois-gas/vapor NEC
982.9,9829,"Poisoning by unspecified gases and vapors, undetermined whether accidentally or purposely inflicted",Undet pois-gas/vapor NOS
983.0,9830,"Hanging, undetermined whether accidentally or purposely inflicted",Undetermin circ-hanging
983.1,9831,"Suffocation by plastic bag, undetermined whether accidentally or purposely inflicted",Undet circ-suf plast bag
983.8,9838,"Strangulation or suffocation by other specified means, undetermined whether accidentally or purposely inflicted",Undet circ-suffocate NEC
983.9,9839,"Strangulation or suffocation by unspecified means, undetermined whether accidentally or purposely inflicted",Undet circ-suffocate NOS
984.0,9840,"Submersion (drowning), undetermined whether accidentally or purposely inflicted",Undeterm circ-submersion
985.0,9850,"Injury by handgun, undetermined whether accidentally or purposely inflicted",Undetermin circ-handgun
985.1,9851,"Injury by shotgun, undetermined whether accidentally or purposely inflicted",Undetermin circ-shotgun
985.2,9852,"Injury by hunting rifle, undetermined whether accidentally or purposely inflicted",Undet circ-hunting rifle
985.3,9853,"Injury by military firearms, undetermined whether accidentally or purposely inflicted",Undet circ-military arms
985.4,9854,"Injury by other and unspecified firearm, undetermined whether accidentally or purposely inflicted",Undeter circ-firearm NEC
985.5,9855,"Injury by explosives, undetermined whether accidentally or purposely inflicted",Undeterm circ-explosive
985.6,9856,"Injury by air gun, undetermined whether accidental or purposely inflicted",Undetrmine accid-air gun
985.7,9857,"Injury by paintball gun, undetermined whether accidental or purposely inflicted",Injury paintball gun NOS
986.0,9860,"Injury by cutting and piercing instruments, undetermined whether accidentally or purposely inflicted",Undet circ-cut instrumnt
987.0,9870,"Falling from residential premises, undetermined whether accidentally or purposely inflicted",Undet circ-fall residenc
987.1,9871,"Falling from other man-made structures, undetermined whether accidentally or purposely inflicted",Undet fall structure NEC
987.2,9872,"Falling from natural sites, undetermined whether accidentally or purposely inflicted",Undet fall natural site
987.9,9879,"Falling from unspecified site, undetermined whether accidentally or purposely inflicted",Undet circ-fall site NOS
988.0,9880,"Injury by jumping or lying before moving object, undetermined whether accidentally or purposely inflicted",Undeterm circ-moving obj
988.1,9881,"Injury by burns or fire, undetermined whether accidentally or purposely inflicted","Undeterm circ-burn, fire"
988.2,9882,"Injury by scald, undetermined whether accidentally or purposely inflicted",Undeterm circ-scald
988.3,9883,"Injury by extremes of cold, undetermined whether accidentally or purposely inflicted",Undeterm circ-extrm cold
988.4,9884,"Injury by electrocution, undetermined whether accidentally or purposely inflicted",Undeterm circ-electrocut
988.5,9885,"Injury by crashing of motor vehicle, undetermined whether accidentally or purposely inflicted",Undet circ-mot veh crash
988.6,9886,"Injury by crashing of aircraft, undetermined whether accidentally or purposely inflicted",Undet circ-aircrft crash
988.7,9887,"Injury by caustic substances, except poisoning, undetermined whether accidentally or purposely inflicted",Undet circ-caustic subst
988.8,9888,"Injury by other specified means, undetermined whether accidentally or purposely inflicted",Undetermin circumst NEC
988.9,9889,"Injury by unspecified means, undetermined whether accidentally or purposely inflicted",Undetermin circumst NOS
989.0,9890,"Late effects of injury, undetermined whether accidentally or purposely inflicted",Late eff inj-undet circ
990.0,9900,Injury due to war operations from gasoline bomb,War inj:gasoline bomb
990.1,9901,Injury due to war operations from flamethrower,War inj:flamethrower
990.2,9902,Injury due to war operations from incendiary bullet,War inj:incndiary bullet
990.3,9903,Injury due to war operations from fire caused indirectly from conventional weapon,War inj:ind convn weapn
990.9,9909,Injury due to war operations from other and unspecified source,War injury:fire NEC
991.0,9910,Injury due to war operations from rubber bullets (rifle),War inj:rubber bullet
991.1,9911,Injury due to war operations from pellets (rifle),War injury:pellets
991.2,9912,Injury due to war operations from other bullets,War injury:bullet NEC
991.3,9913,Injury due to war operations from antipersonnel bomb (fragments),War inj:antiperson bomb
991.4,9914,Injury due to war operations by fragments from munitions,War inj:munition fragmnt
991.5,9915,Injury due to war operations by fragments from person-borne improvised explosive device [IED],War inj:prsn-brn fragmnt
991.6,9916,Injury due to war operations by fragments from vehicle-borne improvised explosive device [IED],War inj:vehic-borne IED
991.7,9917,Injury due to war operations by fragments from other improvised explosive device [IED],War inj:fragment IED NEC
991.8,9918,Injury due to war operations by fragments from weapons,War inj:weapon fragments
991.9,9919,Injury due to war operations from other and unspecified fragments,War inj:fragments NEC
992.0,9920,Injury due to torpedo,War inj:torpedo
992.1,9921,Injury due to depth charge,War inj:depth charge
992.2,9922,Injury due to marine mines,War inj:marine mines
992.3,9923,Injury due to sea-based artillery shell,War inj:seabase art shel
992.8,9928,Injury due to war operations by other marine weapons,War inj:marine weapn NEC
992.9,9929,Injury due to war operations by unspecified marine weapon,War inj:marine weapn NOS
993.0,9930,Injury due to war operations by aerial bomb,War inj:aerial bomb
993.1,9931,Injury due to war operations by guided missile,War inj:guided missile
993.2,9932,Injury due to war operations by mortar,War inj:mortar
993.3,9933,Injury due to war operations by person-borne improvised explosive device [IED],War inj:person IED
993.4,9934,Injury due to war operations by vehicle-borne improvised explosive device [IED],War inj:vehicle IED
993.5,9935,Injury due to war operations by other improvised explosive device [IED],War inj:IED NEC
993.6,9936,Injury due to war operations by unintentional detonation of own munitions,War inj:acc own munition
993.7,9937,Injury due to war operations by unintentional discharge of own munitions launch device,War inj:acc disch launch
993.8,9938,Injury due to war operations by other specified explosion,War inj:explosion NEC
993.9,9939,Injury due to war operations by unspecified explosion,War inj:explosion NOS
994.0,9940,Injury due to war operations by destruction of aircraft due to enemy fire or explosives,War inj:aircrft des-enmy
994.1,9941,Injury due to war operations by unintentional destruction of aircraft due to own onboard explosives,War inj:aircrft-own expl
994.2,9942,Injury due to war operations by destruction of aircraft due to collision with other aircraft,War inj:aircrft collisn
994.3,9943,Injury due to war operations by destruction of aircraft due to onboard fire,War inj:aircraft fire
994.8,9948,Injury due to war operations by other destruction of aircraft,War inj:aircrft dest NEC
994.9,9949,Injury due to war operations by unspecified destruction of aircraft,War inj:aircrft dest NOS
995.0,9950,Injury due to war operations by unarmed hand-to-hand combat,War inj:hnd-hnd combat
995.1,9951,"Injury due to war operations, struck by blunt object",War inj:blunt object
995.2,9952,Injury due to war operations by piercing object,War inj:piercing object
995.3,9953,Injury due to war operations by intentional restriction of air and airway,War inj:intn restrct air
995.4,9954,Injury due to war operations by unintentional drowning due to inability to surface or obtain air,War inj:unintentl drown
995.8,9958,Injury due to war operations by other forms of conventional warfare,War inj:con warfare NEC
995.9,9959,Injury due to war operations by unspecified form of conventional warfare,War inj:con warfare NOS
996.0,9960,Injury due to war operations by direct blast effect of nuclear weapon,War inj:dir nucl weapon
996.1,9961,Injury due to war operations by indirect blast effect of nuclear weapon,War inj:indir nucl weapn
996.2,9962,Injury due to war operations by thermal radiation effect of nuclear weapon,War inj:therml radiation
996.3,9963,Injury due to war operations by nuclear radiation effects,War inj:nuclear rad eff
996.8,9968,Injury due to war operations by other effects of nuclear weapons,War inj:nucl weapon NEC
996.9,9969,Injury due to war operations by unspecified effect of nuclear weapon,War inj:nucl weapon NOS
997.0,9970,Injury due to war operations by lasers,War injury:lasers
997.1,9971,Injury due to war operations by biological warfare,War injury:biol warfare
997.2,9972,"Injury due to war operations by gases, fumes, and chemicals",War injury:gas/fum/chem
997.3,9973,"Injury due to war operations by weapon of mass destruction [WMD], unspecified",War inj:WMD NOS
997.8,9978,Injury due to other specified forms of unconventional warfare,War inj-unconven war NEC
997.9,9979,Injury due to unspecified form of unconventional warfare,War inj-unconven war NOS
998.0,9980,Injury due to war operations but occurring after cessation of hostilities by explosion of mines,War inj:expl mine-cease
998.1,9981,Injury due to war operations but occurring after cessation of hostilities by explosion of bombs,War inj:expl bomb-cease
998.8,9988,Injury due to other war operations but occurring after cessation of hostilities,War inj:after cease NEC
998.9,9989,Injury due to unspecified war operations but occurring after cessation of hostilities,War inj:after cease NOS
999.0,9990,Late effect of injury due to war operations,"Late effect, war injury"
999.1,9991,Late effect of injury due to terrorism,"Late effect, terrorism"
