PROC_CODE,ORG_PROC_CODE,LONG_DESC,SHORT_DESC
84.54,8454,Implantation of other internal limb lengthening device,Impl other limb length
84.55,8455,Insertion of bone void filler,Ins bone void filler
84.56,8456,Insertion or replacement of (cement) spacer,Ins or rep cement spacer
84.57,8457,Removal of (cement) spacer,Removal of cement spacer
84.59,8459,Insertion of other spinal devices,Insert othr spin device
84.6,8460,"Insertion of spinal disc prosthesis, not otherwise specified",Insert disc pros NOS
84.61,8461,"Insertion of partial spinal disc prosthesis, cervical",Ins part disc pros cerv
84.62,8462,"Insertion of total spinal disc prosthesis, cervical",Ins tot disc prost cerv
84.63,8463,"Insertion of spinal disc prosthesis, thoracic",Ins spin disc pros thor
84.64,8464,"Insertion of partial spinal disc prosthesis, lumbosacral",Ins part disc pros lumb
84.65,8465,"Insertion of total spinal disc prosthesis, lumbosacral",Ins totl disc pros lumb
84.66,8466,"Revision or replacement of artificial spinal disc prosthesis, cervical",Revise disc prost cerv
84.67,8467,"Revision or replacement of artificial spinal disc prosthesis, thoracic",Revise disc prost thora
84.68,8468,"Revision or replacement of artificial spinal disc prosthesis, lumbosacral",Revise disc prosth lumb
84.69,8469,"Revision or replacement of artificial spinal disc prosthesis, not otherwise specified",Revise disc prosth NOS
84.71,8471,"Application of external fixator device, monoplanar system",App ext fix dev-monoplan
84.72,8472,"Application of external fixator device, ring system",App ext fix dev-ring sys
84.73,8473,Application of hybrid external fixator device,App hybrid ext fix dev
84.8,8480,Insertion or replacement of interspinous process device(s),Ins/repl interspine dev
84.81,8481,Revision of interspinous process device(s),Rev interspine device
84.82,8482,Insertion or replacement of pedicle-based dynamic stabilization device(s),Ins/repl pdcl stabil dev
84.83,8483,Revision of pedicle-based dynamic stabilization device(s),Rev pedcl dyn stabil dev
84.84,8484,Insertion or replacement of facet replacement device(s),Ins/repl facet replc dev
84.85,8485,Revision of facet replacement device(s),Rev facet replace device
84.91,8491,"Amputation, not otherwise specified",Amputation NOS
84.92,8492,Separation of equal conjoined twins,Separat equal join twin
84.93,8493,Separation of unequal conjoined twins,Separat unequl join twin
84.94,8494,Insertion of sternal fixation device with rigid plates,Ins strn fix w rgd plate
84.99,8499,Other operations on musculoskeletal system,Musculoskeletal op NEC
8.5,850,Mastotomy,Mastotomy
85.11,8511,Closed [percutaneous] [needle] biopsy of breast,Closed breast biopsy
85.12,8512,Open biopsy of breast,Open breast biopsy
85.19,8519,Other diagnostic procedures on breast,Breast dx procedure NEC
85.2,8520,"Excision or destruction of breast tissue, not otherwise specified",Breast tissu destruc NOS
85.21,8521,Local excision of lesion of breast,Local excis breast les
85.22,8522,Resection of quadrant of breast,Quadrant resect breast
85.23,8523,Subtotal mastectomy,Subtotal mastectomy
85.24,8524,Excision of ectopic breast tissue,Exc ectopic breast tissu
85.25,8525,Excision of nipple,Excision of nipple
85.31,8531,Unilateral reduction mammoplasty,Unilat reduct mammoplast
85.32,8532,Bilateral reduction mammoplasty,Bilat reduct mammoplasty
85.33,8533,Unilateral subcutaneous mammectomy with synchronous implant,Unil subq mammect-implnt
85.34,8534,Other unilateral subcutaneous mammectomy,Unilat subq mammect NEC
85.35,8535,Bilateral subcutaneous mammectomy with synchronous implant,Bil subq mammect-implant
85.36,8536,Other bilateral subcutaneous mammectomy,Bilat subq mammectom NEC
85.41,8541,Unilateral simple mastectomy,Unilat simple mastectomy
85.42,8542,Bilateral simple mastectomy,Bilat simple mastectomy
85.43,8543,Unilateral extended simple mastectomy,Unilat exten simp mastec
85.44,8544,Bilateral extended simple mastectomy,Bilat extend simp mastec
85.45,8545,Unilateral radical mastectomy,Unilat radical mastectom
85.46,8546,Bilateral radical mastectomy,Bilat radical mastectomy
85.47,8547,Unilateral extended radical mastectomy,Unil ext rad mastectomy
85.48,8548,Bilateral extended radical mastectomy,Bil exten rad mastectomy
85.5,8550,"Augmentation mammoplasty, not otherwise specified",Augment mammoplasty NOS
85.51,8551,Unilateral injection into breast for augmentation,Unil breast injec-augmen
85.52,8552,Bilateral injection into breast for augmentation,Bil breast injec-augment
85.53,8553,Unilateral breast implant,Unilat breast implant
85.54,8554,Bilateral breast implant,Bilateral breast implant
85.55,8555,Fat graft to breast,Fat graft to breast
8.56,856,Mastopexy,Mastopexy
85.7,8570,"Total reconstruction of breast, not otherwise specified",Totl reconstc breast NOS
85.71,8571,Latissimus dorsi myocutaneous flap,Latiss dorsi myocut flap
85.72,8572,"Transverse rectus abdominis myocutaneous (TRAM) flap, pedicled","TRAM flap, pedicled"
85.73,8573,"Transverse rectus abdominis myocutaneous (TRAM) flap, free","TRAM flap, free"
85.74,8574,"Deep inferior epigastric artery perforator (DIEP) flap, free","DIEP flap, free"
85.75,8575,"Superficial inferior epigastric artery (SIEA) flap, free","SIEA flap, free"
85.76,8576,"Gluteal artery perforator (GAP) flap, free","GAP flap, free"
85.79,8579,Other total reconstruction of breast,Totl reconst breast NEC
85.81,8581,Suture of laceration of breast,Suture breast laceration
85.82,8582,Split-thickness graft to breast,Breast split-thick graft
85.83,8583,Full-thickness graft to breast,Breast full-thick graft
85.84,8584,Pedicle graft to breast,Breast pedicle graft
85.85,8585,Muscle flap graft to breast,Breast muscle flap graft
85.86,8586,Transposition of nipple,Transposition of nipple
85.87,8587,Other repair or reconstruction of nipple,Nipple repair NEC
85.89,8589,Other mammoplasty,Mammoplasty NEC
85.91,8591,Aspiration of breast,Aspiration of breast
85.92,8592,Injection of therapeutic agent into breast,Breast injection
85.93,8593,Revision of implant of breast,Breast implant revision
85.94,8594,Removal of implant of breast,Breast implant removal
85.95,8595,Insertion of breast tissue expander,Inser breast tissu expan
85.96,8596,Removal of breast tissue expander,Remov breast tissu expan
85.99,8599,Other operations on the breast,Breast operation NEC
86.01,8601,Aspiration of skin and subcutaneous tissue,Aspiration skin & subq
86.02,8602,Injection or tattooing of skin lesion or defect,Skin defect tattooing
86.03,8603,Incision of pilonidal sinus or cyst,Incision pilonidal sinus
86.04,8604,Other incision with drainage of skin and subcutaneous tissue,Other skin & subq i & d
86.05,8605,Incision with removal of foreign body or device from skin and subcutaneous tissue,Removal fb/dev from skin
86.06,8606,Insertion of totally implantable infusion pump,Insert infusion pump
86.07,8607,Insertion of totally implantable vascular access device [VAD],Insert vasc access dev
86.09,8609,Other incision of skin and subcutaneous tissue,Skin & subq incision NEC
86.11,8611,Closed biopsy of skin and subcutaneous tissue,Closed bx skin/subq tiss
86.19,8619,Other diagnostic procedures on skin and subcutaneous tissue,Skin & subq dx proc NEC
86.21,8621,Excision of pilonidal cyst or sinus,Excision of pilonid cyst
86.22,8622,"Excisional debridement of wound, infection, or burn",Exc wound debridement
86.23,8623,"Removal of nail, nail bed, or nail fold",Nail removal
86.24,8624,Chemosurgery of skin,Skin chemosurgery
86.25,8625,Dermabrasion,Dermabrasion
86.26,8626,Ligation of dermal appendage,Ligation dermal appendag
86.27,8627,"Debridement of nail, nail bed, or nail fold",Debridement of nail
86.28,8628,"Nonexcisional debridement of wound, infection or burn",Nonexcis debridement wnd
8.63,863,Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue,Other local destruc skin
8.64,864,Radical excision of skin lesion,Radical excis skin les
86.51,8651,Replantation of scalp,Replantation of scalp
86.59,8659,Closure of skin and subcutaneous tissue of other sites,Skin closure NEC
86.6,8660,"Free skin graft, not otherwise specified",Free skin graft NOS
86.61,8661,Full-thickness skin graft to hand,Full-thick hand skin grf
86.62,8662,Other skin graft to hand,Hand skin graft NEC
86.63,8663,Full-thickness skin graft to other sites,Full-thick skin grft NEC
86.64,8664,Hair transplant,Hair transplant
86.65,8665,Heterograft to skin,Heterograft to skin
86.66,8666,Homograft to skin,Homograft to skin
86.67,8667,Dermal regenerative graft,Dermal regener graft
86.69,8669,Other skin graft to other sites,Free skin graft NEC
86.7,8670,"Pedicle or flap graft, not otherwise specified",Pedicle graft/flap NOS
86.71,8671,Cutting and preparation of pedicle grafts or flaps,Cut & prep pedicle graft
86.72,8672,Advancement of pedicle graft,Pedicle graft advancemen
86.73,8673,Attachment of pedicle or flap graft to hand,Attach pedicle to hand
86.74,8674,Attachment of pedicle or flap graft to other sites,Attach pedicle graft NEC
86.75,8675,Revision of pedicle or flap graft,Revision of pedicle grft
86.81,8681,Repair for facial weakness,Repair facial weakness
86.82,8682,Facial rhytidectomy,Facial rhytidectomy
86.83,8683,Size reduction plastic operation,Size reduct plastic op
86.84,8684,Relaxation of scar or web contracture of skin,Relaxation of scar
86.85,8685,Correction of syndactyly,Syndactyly correction
86.86,8686,Onychoplasty,Onychoplasty
86.87,8687,Fat graft of skin and subcutaneous tissue,Fat grft skin/subq tiss
86.89,8689,Other repair and reconstruction of skin and subcutaneous tissue,Skin repair & plasty NEC
86.9,8690,Extraction of fat for graft or banking,Ext fat for grft/banking
86.91,8691,Excision of skin for graft,Skin excision for graft
86.92,8692,Electrolysis and other epilation of skin,Epilation of skin
86.93,8693,Insertion of tissue expander,Insert tissue expander
86.94,8694,"Insertion or replacement of single array neurostimulator pulse generator, not specified as rechargeable",Ins/repl single pul gen
86.95,8695,"Insertion or replacement of multiple array neurostimulator pulse generator, not specified as rechargeable",Ins/re pls gn no rechrg
86.96,8696,Insertion or replacement of other neurostimulator pulse generator,Insert/repl oth neurost
86.97,8697,Insertion or replacement of single array rechargeable neurostimulator pulse generator,"Ins/rep 1 pul gen,rechrg"
86.98,8698,Insertion or replacement of multiple array (two or more) rechargeable neurostimulator pulse generator,"Ins/rep mul pul gn,rechg"
86.99,8699,Other operations on skin and subcutaneous tissue,Skin & subq op NEC
87.01,8701,Pneumoencephalogram,Pneumoencephalogram
87.02,8702,Other contrast radiogram of brain and skull,Brain/skull contrst xray
87.03,8703,Computerized axial tomography of head,C.A.T. scan of head
87.04,8704,Other tomography of head,Head tomography NEC
87.05,8705,Contrast dacryocystogram,Contrast dacryocystogram
87.06,8706,Contrast radiogram of nasopharynx,Nasophary contrast x-ray
87.07,8707,Contrast laryngogram,Contrast laryngogram
87.08,8708,Cervical lymphangiogram,Cervical lymphangiogram
87.09,8709,"Other soft tissue x-ray of face, head, and neck",Head soft tiss x-ray NEC
87.11,8711,Full-mouth x-ray of teeth,Full-mouth x-ray
87.12,8712,Other dental x-ray,Dental x-ray NEC
87.13,8713,Temporomandibular contrast arthrogram,Tm contrast arthrogram
87.14,8714,Contrast radiogram of orbit,Contrast x-ray of orbit
87.15,8715,Contrast radiogram of sinus,Contrast x-ray of sinus
87.16,8716,Other x-ray of facial bones,Facial bone x-ray NEC
87.17,8717,Other x-ray of skull,Skull x-ray NEC
87.21,8721,Contrast myelogram,Contrast myelogram
87.22,8722,Other x-ray of cervical spine,Cervical spine x-ray NEC
87.23,8723,Other x-ray of thoracic spine,Thoracic spine x-ray NEC
87.24,8724,Other x-ray of lumbosacral spine,Lumbosac spine x-ray NEC
87.29,8729,Other x-ray of spine,Spinal x-ray NEC
87.31,8731,Endotracheal bronchogram,Endotracheal bronchogram
87.32,8732,Other contrast bronchogram,Contrast bronchogram NEC
87.33,8733,Mediastinal pneumogram,Mediastinal pneumogram
87.34,8734,Intrathoracic lymphangiogram,Intrathor lymphangiogram
87.35,8735,Contrast radiogram of mammary ducts,Contr mammary ductogram
87.36,8736,Xerography of breast,Breast xerography
87.37,8737,Other mammography,Mammography NEC
87.38,8738,Sinogram of chest wall,Chest wall sinogram
87.39,8739,Other soft tissue x-ray of chest wall,Thorax sft tiss xray NEC
87.41,8741,Computerized axial tomography of thorax,C.A.T. scan of thorax
87.42,8742,Other tomography of thorax,Thoracic tomography NEC
87.43,8743,"X-ray of ribs, sternum, and clavicle",Rib/sternum/clavic x-ray
87.44,8744,"Routine chest x-ray, so described",Routine chest x-ray
87.49,8749,Other chest x-ray,Chest x-ray NEC
87.51,8751,Percutaneous hepatic cholangiogram,Perc hepat Cholangiogram
87.52,8752,Intravenous cholangiogram,Intraven cholangiogram
87.53,8753,Intraoperative cholangiogram,Intraoper cholangiogram
87.54,8754,Other cholangiogram,Cholangiogram NEC
87.59,8759,Other biliary tract x-ray,Biliary tract x-ray NEC
87.61,8761,Barium swallow,Barium swallow
87.62,8762,Upper GI series,Upper GI series
87.63,8763,Small bowel series,Small bowel series
87.64,8764,Lower GI series,Lower GI series
87.65,8765,Other x-ray of intestine,Intestinal x-ray NEC
87.66,8766,Contrast pancreatogram,Contrast pancreatogram
87.69,8769,Other digestive tract x-ray,Digestive tract xray NEC
87.71,8771,Computerized axial tomography of kidney,C.A.T. scan of kidney
87.72,8772,Other nephrotomogram,Nephrotomogram NEC
87.73,8773,Intravenous pyelogram,Intravenous pyelogram
87.74,8774,Retrograde pyelogram,Retrograde pyelogram
87.75,8775,Percutaneous pyelogram,Percutaneous pyelogram
87.76,8776,Retrograde cystourethrogram,Retrogr cystourethrogram
87.77,8777,Other cystogram,Cystogram NEC
87.78,8778,Ileal conduitogram,Ileal conduitogram
87.79,8779,Other x-ray of the urinary system,Urinary system x-ray NEC
87.81,8781,X-ray of gravid uterus,X-ray of gravid uterus
87.82,8782,Gas contrast hysterosalpingogram,Gas hysterosalpingogram
87.83,8783,Opaque dye contrast hysterosalpingogram,Dye hysterosalpingogram
87.84,8784,Percutaneous hysterogram,Percutaneous hysterogram
87.85,8785,Other x-ray of fallopian tubes and uterus,Tube & uterus x-ray NEC
87.89,8789,Other x-ray of female genital organs,Female genital x-ray NEC
87.91,8791,Contrast seminal vesiculogram,Contr semin vesiculogram
87.92,8792,Other x-ray of prostate and seminal vesicles,Prostat/sem ves xray NEC
87.93,8793,Contrast epididymogram,Contrast epididymogram
87.94,8794,Contrast vasogram,Contrast vasogram
87.95,8795,Other x-ray of epididymis and vas deferens,Epididymis/vas x-ray NEC
87.99,8799,Other x-ray of male genital organs,Male genital x-ray NEC
88.01,8801,Computerized axial tomography of abdomen,C.A.T. scan of abdomen
88.02,8802,Other abdomen tomography,Abdominal tomography NEC
88.03,8803,Sinogram of abdominal wall,Abdominal wall sinogram
88.04,8804,Abdominal lymphangiogram,Abdominal lymphangiogram
88.09,8809,Other soft tissue x-ray of abdominal wall,Abdominal wall x-ray NEC
88.11,8811,Pelvic opaque dye contrast radiography,Pelvic dye contrast xray
88.12,8812,Pelvic gas contrast radiography,Pelvic gas contrast xray
88.13,8813,Other peritoneal pneumogram,Periton pneumogram NEC
88.14,8814,Retroperitoneal fistulogram,Retroperiton fistulogram
88.15,8815,Retroperitoneal pneumogram,Retroperiton pneumogram
88.16,8816,Other retroperitoneal x-ray,Retroperitoneal xray NEC
88.19,8819,Other x-ray of abdomen,Abdominal x-ray NEC
88.21,8821,Skeletal x-ray of shoulder and upper arm,Skl xray-shoulder/up arm
88.22,8822,Skeletal x-ray of elbow and forearm,Skel xray-elbow/forearm
88.23,8823,Skeletal x-ray of wrist and hand,Skel xray-wrist & hand
88.24,8824,"Skeletal x-ray of upper limb, not otherwise specified",Skel xray-upper limb NOS
88.25,8825,Pelvimetry,Pelvimetry
88.26,8826,Other skeletal x-ray of pelvis and hip,Skel xray-pelvis/hip NEC
88.27,8827,"Skeletal x-ray of thigh, knee, and lower leg",Skel xray-thigh/knee/leg
88.28,8828,Skeletal x-ray of ankle and foot,Skel xray-ankle & foot
88.29,8829,"Skeletal x-ray of lower limb, not otherwise specified",Skel xray-lower limb NOS
88.31,8831,Skeletal series,Skeletal series x-ray
88.32,8832,Contrast arthrogram,Contrast arthrogram
88.33,8833,Other skeletal x-ray,Other skeletal x-ray
88.34,8834,Lymphangiogram of upper limb,Upper limb lymphangiogrm
88.35,8835,Other soft tissue x-ray of upper limb,Up limb sft tis xray NEC
88.36,8836,Lymphangiogram of lower limb,Lower limb lymphangiogrm
88.37,8837,Other soft tissue x-ray of lower limb,Lo limb sft tis xray NEC
88.38,8838,Other computerized axial tomography,Other C.A.T. scan
88.39,8839,"X-ray, other and unspecified",X-ray NEC and NOS
88.4,8840,"Arteriography using contrast material, unspecified site",Contrast arteriogram NOS
88.41,8841,Arteriography of cerebral arteries,Contr cerebr arteriogram
88.42,8842,Aortography,Contrast aortogram
88.43,8843,Arteriography of pulmonary arteries,Contr pulmon arteriogram
88.44,8844,Arteriography of other intrathoracic vessels,Contr thor arteriogr NEC
88.45,8845,Arteriography of renal arteries,Contrast renal arteriogr
88.46,8846,Arteriography of placenta,Contrast placentogram
88.47,8847,Arteriography of other intra-abdominal arteries,Contr abd arteriogrm NEC
88.48,8848,Arteriography of femoral and other lower extremity arteries,Contrast arteriogram-leg
88.49,8849,Arteriography of other specified sites,Contrast arteriogram NEC
88.5,8850,"Angiocardiography, not otherwise specified",Angiocardiography NOS
88.51,8851,Angiocardiography of venae cavae,Vena cav angiocardiogram
88.52,8852,Angiocardiography of right heart structures,Rt heart angiocardiogram
88.53,8853,Angiocardiography of left heart structures,Lt heart angiocardiogram
88.54,8854,Combined right and left heart angiocardiography,Rt & lt heart angiocard
88.55,8855,Coronary arteriography using a single catheter,Coronar arteriogr-1 cath
88.56,8856,Coronary arteriography using two catheters,Coronar arteriogr-2 cath
88.57,8857,Other and unspecified coronary arteriography,Coronary arteriogram NEC
88.58,8858,Negative-contrast cardiac roentgenography,Negatve-contr cardiogram
88.59,8859,Intra-operative coronary fluorescence vascular angiography,Intraop cor flr vas angi
88.6,8860,"Phlebography using contrast material, unspecified site",Contrast phlebogram NOS
88.61,8861,Phlebography of veins of head and neck using contrast material,Contr phlebogram-hd/neck
88.62,8862,Phlebography of pulmonary veins using contrast material,Contr phlebogram-pulmon
88.63,8863,Phlebography of other intrathoracic veins using contrast material,Thorac contr phlebog NEC
88.64,8864,Phlebography of the portal venous system using contrast material,Portal contr phlebogram
88.65,8865,Phlebography of other Intra-Abdominal veins using contrast material,Abd contr phlebogram NEC
88.66,8866,Phlebography of femoral and other lower extremity veins using contrast material,Contrast phlebogram-leg
88.67,8867,Phlebography of other specified sites using contrast material,Contrast phlebogram NEC
88.68,8868,Impedance phlebography,Impedance phlebogram
88.71,8871,Diagnostic ultrasound of head and neck,Dx ultrasound-head/neck
88.72,8872,Diagnostic ultrasound of heart,Dx ultrasound-heart
88.73,8873,Diagnostic ultrasound of other sites of thorax,Dx ultrasound-thorax NEC
88.74,8874,Diagnostic ultrasound of digestive system,Dx ultrasound-digestive
88.75,8875,Diagnostic ultrasound of urinary system,Dx ultrasound-urinary
88.76,8876,Diagnostic ultrasound of abdomen and retroperitoneum,Dx ultrasound-abdomen
88.77,8877,Diagnostic ultrasound of peripheral vascular system,Dx ultrasound-vascular
88.78,8878,Diagnostic ultrasound of gravid uterus,Dx ultrasound-grav uter
88.79,8879,Other diagnostic ultrasound,Dx ultrasound NEC
88.81,8881,Cerebral thermography,Cerebral thermography
88.82,8882,Ocular thermography,Ocular thermography
88.83,8883,Bone thermography,Bone thermography
88.84,8884,Muscle thermography,Muscle thermography
88.85,8885,Breast thermography,Breast thermography
88.86,8886,Blood vessel thermography,Blood vessel thermograph
88.89,8889,Thermography of other sites,Thermography NEC
88.9,8890,"Diagnostic imaging, not elsewhere classified",Diagnostic imaging NOS
88.91,8891,Magnetic resonance imaging of brain and brain stem,Mri of brain & brainstem
88.92,8892,Magnetic resonance imaging of chest and myocardium,Mri chest & heart
88.93,8893,Magnetic resonance imaging of spinal canal,Mri spinal canal
88.94,8894,Magnetic resonance imaging of musculoskeletal,Mri musculoskeletal
88.95,8895,"Magnetic resonance imaging of pelvis, prostate, and bladder","Mri pelvis,prostate,blad"
88.96,8896,Other intraoperative magnetic resonance imaging,Oth intraop mag res imag
88.97,8897,Magnetic resonance imaging of other and unspecified sites,Magnetic res image unsp
88.98,8898,Bone mineral density studies,Bone mineral density
89.01,8901,"Interview and evaluation, described as brief",Brief interview & evalua
89.02,8902,"Interview and evaluation, described as limited",Limited interview/evalua
89.03,8903,"Interview and evaluation, described as comprehensive",Comprehen interview/eval
89.04,8904,Other interview and evaluation,Interview & evaluat NEC
89.05,8905,"Diagnostic interview and evaluation, not otherwise specified",Interview & evaluat NOS
89.06,8906,"Consultation, described as limited",Limited consultation
89.07,8907,"Consultation, described as comprehensive",Comprehensive consultat
89.08,8908,Other consultation,Consultation NEC
89.09,8909,"Consultation, not otherwise specified",Consultation NOS
89.1,8910,Intracarotid amobarbital test,Intracarot amobarb test
89.11,8911,Tonometry,Tonometry
89.12,8912,Nasal function study,Nasal function study
89.13,8913,Neurologic examination,Neurologic examination
89.14,8914,Electroencephalogram,Electroencephalogram
89.15,8915,Other nonoperative neurologic function tests,Neurologic func test NEC
89.16,8916,Transillumination of newborn skull,Skull transilluminat
89.17,8917,Polysomnogram,Polysomnogram
89.18,8918,Other sleep disorder function tests,Oth sleep dis funct test
89.19,8919,Video and radio-telemetered electroencephalographic monitoring,Video/radio eeg monitor
89.21,8921,Urinary manometry,Urinary manometry
89.22,8922,Cystometrogram,Cystometrogram
89.23,8923,Urethral sphincter electromyogram,Urethral sphincter emg
89.24,8924,Uroflowmetry [UFR],Uroflowmetry
89.25,8925,Urethral pressure profile [UPP],Urethral pressure profil
89.26,8926,Gynecological examination,Gynecologic examination
89.29,8929,Other nonoperative genitourinary system measurements,Other gu system exams
89.31,8931,Dental examination,Dental examination
89.32,8932,Esophageal manometry,Esophageal manometry
89.33,8933,Digital examination of enterostomy stoma,Digital enterostomy exam
89.34,8934,Digital examination of rectum,Digital rectal exam
89.35,8935,Transillumination of nasal sinuses,Nasal sinus transillumin
89.36,8936,Manual examination of breast,Manual exam of breast
89.37,8937,Vital capacity determination,Vital capacity determin
89.38,8938,Other nonoperative respiratory measurements,Respiratory measure NEC
89.39,8939,Other nonoperative measurements and examinations,Nonoperative exams NEC
89.41,8941,Cardiovascular stress test using treadmill,Treadmill stress test
89.42,8942,Masters' two-step stress test,Masters' 2-step test
89.43,8943,Cardiovascular stress test using bicycle ergometer,Bicycle ergometer test
89.44,8944,Other cardiovascular stress test,Cardiac stress test NEC
89.45,8945,Artificial pacemaker rate check,Pacemaker rate check
89.46,8946,Artificial pacemaker artifact wave form check,Pacemaker wave form chck
89.47,8947,Artificial pacemaker electrode impedance check,Pacemaker impedance chck
89.48,8948,Artificial pacemaker voltage or amperage threshold check,Pacemaker volt threshold
89.49,8949,Automatic implantable cardioverter/defibrillator (AICD) check,AICD check
89.5,8950,Ambulatory cardiac monitoring,Ambu cardiac monitoring
89.51,8951,Rhythm electrocardiogram,Rhythm electrocardiogram
89.52,8952,Electrocardiogram,Electrocardiogram
89.53,8953,Vectorcardiogram (with ECG),Vectorcardiogram
89.54,8954,Electrographic monitoring,Electrocardiograph monit
89.55,8955,Phonocardiogram with ECG lead,Phonocardiogram
89.56,8956,Carotid pulse tracing with ECG lead,Carotid pulse tracing
89.57,8957,Apexcardiogram (with ECG lead),Apexcardiogram
89.58,8958,Plethysmogram,Plethysmogram
89.59,8959,Other nonoperative cardiac and vascular measurements,Nonop cardiac/vasc exam
89.6,8960,Continuous intra-arterial blood gas monitoring,Cnt intraart bld gas mon
89.61,8961,Systemic arterial pressure monitoring,Arterial pressure monit
89.62,8962,Central venous pressure monitoring,Cvp monitoring
89.63,8963,Pulmonary artery pressure monitoring,Pulmon art press monitor
89.64,8964,Pulmonary artery wedge monitoring,Pulmon art wedge monitor
89.65,8965,Measurement of systemic arterial blood gases,Arterial bld gas measure
89.66,8966,Measurement of mixed venous blood gases,Mix venous bld gas meas
89.67,8967,Monitoring of cardiac output by oxygen consumption technique,Oxygen consumption monit
89.68,8968,Monitoring of cardiac output by other technique,Oth cardiac mon output
89.69,8969,Monitoring of coronary blood flow,Coronary bld flow monit
8.97,897,General physical examination,General physical exam
8.98,898,Autopsy,Autopsy
90.01,9001,"Microscopic examination of specimen from nervous system and of spinal fluid, bacterial smear",Bact smear-nervous syst
90.02,9002,"Microscopic examination of specimen from nervous system and of spinal fluid, culture",Culture-nervous syst
90.03,9003,"Microscopic examination of specimen from nervous system and of spinal fluid, culture and sensitivity",C & s-nervous syst
90.04,9004,"Microscopic examination of specimen from nervous system and of spinal fluid, parasitology",Parasitology-nerv syst
90.05,9005,"Microscopic examination of specimen from nervous system and of spinal fluid, toxicology",Toxicology-nervous syst
90.06,9006,"Microscopic examination of specimen from nervous system and of spinal fluid, cell block and Papanicolaou smear",Cell blk/pap-nervous sys
90.09,9009,"Microscopic examination of specimen from nervous system and of spinal fluid, other microscopic examination",Micro exam-nervous NEC
90.11,9011,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, bacterial smear",Bact smear-endocrine
90.12,9012,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, culture",Culture-endocrine
90.13,9013,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, culture and sensitivity",C & s-endocrine
90.14,9014,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, parasitology",Parasitology-endocrine
90.15,9015,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, toxicology",Toxicology-endocrine
90.16,9016,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, cell block and Papanicolaou smear",Cell block/pap-endocrine
90.19,9019,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, other microscopic examination",Micro exam-endocrine NEC
90.21,9021,"Microscopic examination of specimen from eye, bacterial smear",Bact smear-eye
90.22,9022,"Microscopic examination of specimen from eye, culture",Culture-eye
90.23,9023,"Microscopic examination of specimen from eye, culture and sensitivity",C & s-eye
90.24,9024,"Microscopic examination of specimen from eye, parasitology",Parasitology-eye
90.25,9025,"Microscopic examination of specimen from eye, toxicology",Toxicology-eye
90.26,9026,"Microscopic examination of specimen from eye, cell block and Papanicolaou smear",Cell block/pap-eye
90.29,9029,"Microscopic examination of specimen from eye, other microscopic examination",Micro exam-eye NEC
90.31,9031,"Microscopic examination of specimen from ear, nose, throat, and larynx, bacterial smear",Bact smear-ent/larynx
90.32,9032,"Microscopic examination of specimen from ear, nose, throat, and larynx, culture",Culture-ent/larynx
90.33,9033,"Microscopic examination of specimen from ear, nose, throat, and larynx, culture and sensitivity",C & s-ent/larynx
90.34,9034,"Microscopic examination of specimen from ear, nose, throat, and larynx, parasitology",Parasitology-ent/larynx
90.35,9035,"Microscopic examination of specimen from ear, nose, throat, and larynx, toxicology",Toxicology-ent/larynx
90.36,9036,"Microscopic examination of specimen from ear, nose, throat, and larynx, cell block and Papanicolaou smear",Cell block/pap-ent/laryn
90.39,9039,"Microscopic examination of specimen from ear, nose, throat, and larynx, other microscopic examination",Micro exam-ent/laryn NEC
90.41,9041,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, bacterial smear",Bact smear-lower resp
90.42,9042,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture",Culture-lower resp
90.43,9043,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture and sensitivity",C & s-lower resp
90.44,9044,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, parasitology",Parasitology-lower resp
90.45,9045,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, toxicology",Toxicology-lower resp
90.46,9046,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, cell block and Papanicolaou smear",Cell block/pap-lowr resp
90.49,9049,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, other microscopic examination",Micro exam-lowr resp NEC
90.51,9051,"Microscopic examination of blood, bacterial smear",Bact smear-blood
90.52,9052,"Microscopic examination of blood, culture",Culture-blood
90.53,9053,"Microscopic examination of blood, culture and sensitivity",C & s-blood
90.54,9054,"Microscopic examination of blood, parasitology",Parasitology-blood
90.55,9055,"Microscopic examination of blood, toxicology",Toxicology-blood
90.56,9056,"Microscopic examination of blood, cell block and Papanicolaou smear",Cell block/pap-blood
